vehicle_type,energy_consumption,co2_emissions_g_per_km,maintenance_cost_annual,cost_per_km,energy_storage_capacity,mileage_km,acceleration_0_100_kph_sec,torque_Nm,lifespan_years
ICE,6.02,178.67,82771.53,0.28,56.0,151096.13,7.73,169.09,12.86
ICE,8.73,91.31,94570.16,0.21,54.4,170765.44,8.47,152.97,7.83
EV,15.52,-0.87,47767.98,0.13,54.81,177238.87,6.59,315.49,14.17
EV,16.37,-5.52,49378.09,0.16,61.56,149397.04,7.5,241.45,10.19
EV,15.83,12.2,39849.06,0.07,77.94,179208.67,5.39,294.2,17.99
ICE,9.42,128.29,72511.97,0.26,48.18,217912.83,9.05,208.21,10.61
EV,15.45,-1.05,43322.2,0.13,74.32,161423.34,5.27,316.35,9.55
ICE,8.04,127.37,75283.34,0.23,64.38,253158.99,10.2,175.26,8.57
ICE,6.81,102.6,78802.26,0.31,73.08,222241.21,8.33,241.78,10.02
ICE,6.44,175.38,92570.21,0.22,46.14,232488.32,8.58,285.2,11.57
ICE,6.48,137.51,83673.46,0.3,53.32,239408.66,9.83,258.65,10.94
EV,18.16,4.48,50012.05,0.13,42.96,181454.48,5.68,380.4,12.2
EV,15.39,-1.12,62308.75,0.15,58.11,145653.64,7.68,377.14,11.1
ICE,5.26,178.24,92904.99,0.22,60.44,134428.55,9.46,226.73,12.48
EV,12.15,10.71,36911.8,0.15,77.84,102018.16,5.72,301.63,10.1
ICE,8.46,125.89,81775.25,0.34,52.82,238031.98,11.48,138.25,10.07
ICE,8.39,116.91,45118.7,0.16,52.57,184569.31,9.49,226.7,13.59
EV,15.68,-0.31,51517.58,0.14,60.34,120144.78,4.68,330.18,10.43
EV,16.26,1.61,34969.2,0.15,62.07,158363.99,5.41,356.07,14.07
ICE,6.26,131.54,45751.42,0.17,51.47,231349.58,10.65,218.84,10.52
EV,12.3,3.69,39410.92,0.07,70.26,126987.98,6.33,308.26,12.56
ICE,7.52,131.56,78252.67,0.23,76.8,77998.95,7.6,261.34,10.16
ICE,7.78,179.0,68918.92,0.24,43.67,162412.72,8.54,142.25,12.97
ICE,4.79,132.03,75798.33,0.3,42.32,187482.76,5.73,139.67,10.57
ICE,5.96,142.24,98889.26,0.2,55.38,208722.48,10.95,162.36,11.82
EV,12.74,8.86,37414.95,0.16,89.45,200097.68,3.33,298.0,9.28
EV,15.15,-2.82,45068.77,0.13,64.11,138637.2,6.96,269.87,11.77
ICE,7.94,140.4,76521.97,0.19,43.76,169537.31,11.09,139.7,9.88
ICE,8.07,118.66,85053.55,0.27,56.67,214197.79,9.09,218.23,7.5
ICE,7.4,94.45,54930.02,0.25,27.8,67267.83,7.76,194.6,10.86
ICE,5.33,145.47,86894.56,0.3,55.65,67395.05,8.3,186.17,12.83
EV,15.1,0.44,36489.26,0.14,76.58,143186.82,4.78,259.98,10.8
EV,16.39,12.95,59022.77,0.11,67.71,178159.2,6.2,247.05,9.75
EV,14.49,0.85,56802.16,0.14,69.4,185732.58,5.4,292.64,7.57
EV,10.87,0.91,37077.37,0.12,75.52,124481.6,4.62,304.56,11.53
ICE,8.32,133.73,67514.16,0.14,49.53,183552.92,8.09,229.27,9.04
ICE,7.57,167.3,85015.62,0.27,61.48,238355.42,11.66,220.32,11.63
ICE,8.3,136.64,88662.75,0.31,34.96,173876.78,10.41,276.07,11.31
EV,17.11,-3.76,41515.71,0.11,57.36,146814.18,7.4,359.68,8.37
ICE,9.57,119.79,83550.76,0.31,35.74,163062.54,6.72,184.55,14.39
ICE,7.84,170.78,41711.9,0.17,53.48,179843.5,9.03,194.04,10.9
EV,15.8,-4.87,61126.88,0.08,81.95,122173.4,6.68,272.24,11.13
EV,15.66,-3.22,60176.61,0.1,72.0,128717.07,6.36,414.44,10.84
ICE,9.84,140.97,68620.02,0.22,35.27,201005.79,7.29,242.04,10.67
EV,16.22,3.8,39579.56,0.08,60.22,212946.64,5.73,430.34,9.67
EV,16.09,2.91,79852.59,0.05,80.74,130153.76,5.93,220.71,12.4
EV,13.18,-1.6,56354.18,0.11,64.82,154659.75,5.85,364.52,16.24
EV,20.15,1.69,43421.65,0.12,77.03,123724.73,5.45,354.18,13.56
ICE,9.59,158.29,67080.68,0.25,47.93,219382.79,9.3,254.14,13.18
EV,17.73,0.07,36189.55,0.09,75.44,134994.07,3.62,363.72,10.81
EV,14.28,2.12,63883.38,0.12,86.1,124974.45,7.81,217.24,11.74
EV,18.08,2.39,62361.31,0.17,62.95,143409.92,4.49,253.16,13.35
EV,14.56,2.94,58872.91,0.08,58.44,149362.66,6.81,256.97,11.24
EV,11.27,1.55,43524.58,0.14,78.45,150403.51,5.97,186.27,13.93
ICE,8.7,128.9,65483.71,0.28,52.05,186601.01,6.79,272.63,12.02
EV,16.63,-1.81,52653.62,0.07,60.08,172309.55,6.18,311.81,10.24
EV,14.03,-2.27,41745.89,0.08,73.79,175253.42,5.74,187.9,11.39
ICE,8.11,164.78,70910.15,0.32,43.93,226907.9,8.54,168.37,8.38
EV,15.42,4.0,65163.94,0.07,49.01,166133.05,6.59,360.46,15.2
EV,16.36,-0.13,22524.95,0.12,76.32,105636.69,6.18,307.08,15.48
ICE,7.91,110.18,97566.79,0.24,46.48,210935.99,9.02,297.02,6.05
EV,17.3,-1.23,52531.65,0.13,60.06,153216.24,3.88,373.39,11.87
ICE,9.7,107.34,78041.37,0.27,50.55,177424.1,8.93,202.5,12.8
ICE,5.9,168.5,79591.79,0.37,62.26,169278.7,10.0,214.29,5.65
ICE,5.08,131.74,104055.53,0.23,50.18,169707.34,9.68,205.76,13.09
EV,13.45,0.61,43952.55,0.1,66.55,111871.45,5.19,255.12,9.16
EV,16.51,-0.91,31234.47,0.1,67.84,144353.93,4.71,293.56,11.23
EV,12.96,1.27,43960.19,0.16,70.03,186811.04,7.45,189.07,10.02
ICE,9.46,160.18,87836.68,0.27,51.7,198104.96,9.08,139.56,8.87
EV,15.43,-3.01,70243.1,0.19,82.84,166680.66,5.33,295.91,11.86
EV,15.65,-3.05,44416.98,0.15,71.54,144188.84,6.96,317.77,10.35
ICE,5.75,144.3,78238.85,0.33,40.09,230350.45,9.15,180.49,11.05
EV,12.48,1.65,48724.51,0.14,80.75,121026.52,5.43,316.81,11.18
ICE,6.79,99.45,89307.51,0.21,47.66,167098.05,8.61,189.83,11.32
ICE,8.79,127.33,75969.83,0.32,43.42,113915.91,8.02,219.11,11.07
EV,13.32,3.39,40362.41,0.18,71.57,132407.55,8.06,346.58,12.2
ICE,8.67,142.07,84130.94,0.23,43.56,181555.78,9.15,209.03,13.5
EV,16.87,4.99,50953.44,0.16,78.61,160792.17,5.35,264.94,12.85
ICE,9.8,137.69,77107.91,0.26,44.53,225556.42,9.92,176.38,12.16
ICE,7.05,196.06,100548.02,0.21,46.33,129445.14,9.54,142.28,9.21
ICE,8.48,115.99,63443.62,0.24,50.92,221549.12,9.3,209.82,8.66
ICE,7.79,128.37,84004.64,0.33,63.43,84073.48,9.76,207.72,12.46
ICE,9.92,153.34,86607.42,0.26,67.44,201746.17,8.47,233.87,8.5
EV,17.23,6.87,67473.63,0.1,56.11,175744.17,4.25,404.97,14.1
EV,15.09,-0.44,30298.96,0.09,63.89,118319.08,5.82,312.26,7.91
EV,14.51,2.97,47659.8,0.12,79.86,127016.38,5.84,354.26,10.49
EV,13.29,6.96,46425.55,0.14,64.91,136610.38,5.69,282.05,12.59
EV,15.01,4.58,34462.41,0.12,68.68,126994.08,6.23,256.13,12.87
ICE,9.65,115.42,75113.92,0.24,55.74,251001.48,10.31,200.81,9.47
ICE,6.76,136.35,105924.94,0.21,35.13,147479.09,10.48,213.37,10.0
ICE,5.42,142.86,75699.17,0.26,53.67,203062.44,9.82,192.78,9.35
ICE,7.4,120.61,97067.87,0.26,42.23,172773.86,10.49,195.81,10.32
EV,16.55,-0.28,51989.48,0.16,61.12,210677.71,5.67,422.62,12.54
EV,18.6,-0.13,52577.53,0.06,77.11,184579.44,6.77,316.35,14.33
ICE,8.97,137.15,69974.63,0.23,32.63,142251.78,8.51,196.85,12.17
ICE,7.93,124.11,63437.82,0.3,64.09,226827.15,7.9,187.73,8.13
EV,17.54,-2.16,47365.52,0.12,72.51,135040.98,5.45,256.21,8.79
EV,16.04,-4.64,24704.4,0.09,86.04,96928.49,5.0,319.29,16.1
EV,14.53,1.39,49338.67,0.1,65.18,134789.74,4.8,377.76,7.91
EV,13.02,1.51,38191.87,0.06,61.19,141788.12,7.17,301.15,13.76
ICE,9.65,154.6,59219.59,0.21,81.87,163431.57,8.04,183.49,11.24
ICE,8.98,134.61,109278.94,0.28,43.04,217536.46,10.02,158.81,12.62
EV,14.38,-7.92,32237.54,0.14,54.04,154102.4,5.87,272.24,7.97
EV,18.17,3.54,61941.09,0.06,81.59,180806.84,6.92,398.35,13.61
EV,11.17,-3.45,40600.97,0.08,71.99,142869.5,7.09,336.6,11.89
ICE,6.77,159.06,81168.29,0.27,59.96,180718.9,8.41,186.05,7.49
ICE,6.91,129.16,69788.37,0.22,34.93,154036.95,7.85,210.86,11.42
EV,14.78,0.6,34776.41,0.07,72.77,151856.5,5.49,352.98,9.35
ICE,7.67,139.6,74869.74,0.29,47.23,166209.34,7.77,236.34,10.38
ICE,6.91,145.85,90809.59,0.15,43.45,180392.55,10.32,206.03,12.27
EV,18.1,3.97,38977.08,0.12,63.13,139955.91,7.93,229.19,11.15
EV,11.26,-7.81,58584.51,0.13,84.52,158193.55,6.22,358.83,12.89
ICE,9.45,147.24,62282.1,0.22,56.18,143613.92,9.71,205.55,11.97
EV,15.18,7.5,48605.54,0.13,66.12,160033.16,4.66,327.94,12.72
ICE,8.36,97.75,42837.41,0.19,63.07,160376.17,10.1,236.32,13.88
EV,14.85,0.52,46801.52,0.08,65.16,137561.19,5.62,291.58,12.53
ICE,8.23,124.68,71423.96,0.23,69.68,191128.18,10.18,182.29,12.09
ICE,7.24,121.12,73006.59,0.28,45.68,192455.6,8.58,214.65,13.6
EV,15.62,-5.85,60599.36,0.1,49.64,168413.13,8.78,254.23,8.99
ICE,8.52,147.05,75491.96,0.18,67.53,133799.66,9.28,246.41,12.1
EV,13.43,5.95,51018.56,0.15,69.44,164385.23,7.09,267.37,10.18
ICE,7.12,123.75,69295.57,0.22,49.37,202982.47,8.42,253.42,7.59
ICE,8.21,99.89,64770.61,0.22,65.41,165109.74,11.23,235.95,9.51
ICE,5.15,113.61,97658.13,0.31,55.48,145999.67,8.32,195.66,10.9
EV,13.0,1.76,40480.82,0.06,63.43,175905.85,5.37,264.63,11.96
EV,15.33,0.8,52167.76,0.17,81.66,171629.91,8.44,379.65,12.87
EV,15.41,-0.67,44687.86,0.11,65.24,187302.17,5.17,402.71,12.59
ICE,9.41,139.77,68694.39,0.22,44.85,212093.31,10.35,225.4,13.22
ICE,4.59,143.31,91327.77,0.25,40.8,212372.44,10.42,181.5,9.91
ICE,8.99,114.49,87604.65,0.33,64.71,203840.35,9.36,154.81,11.32
EV,17.11,2.72,37067.27,0.16,60.3,173122.51,7.87,257.81,10.4
EV,15.45,-1.49,51647.61,0.15,76.19,132776.98,5.52,138.95,10.74
EV,12.19,4.67,41372.24,0.17,54.18,83962.7,7.27,235.62,12.63
ICE,6.35,135.31,59490.1,0.22,51.67,216328.9,7.61,196.67,11.49
ICE,6.0,89.94,86087.75,0.27,54.04,203432.52,8.63,194.01,10.16
ICE,7.74,135.6,80850.6,0.29,55.59,214124.41,7.31,173.23,9.78
EV,15.13,0.22,64196.03,0.09,88.69,137134.56,4.57,297.13,11.13
ICE,8.59,129.42,86129.16,0.32,44.51,143334.45,8.28,223.38,7.07
EV,13.3,-1.84,47970.19,0.09,79.19,67825.79,5.74,340.9,7.72
ICE,5.96,157.26,54779.35,0.25,54.13,211335.39,9.54,191.2,10.63
EV,12.66,-0.29,40056.51,0.1,51.1,132316.43,5.16,281.74,12.68
EV,15.89,-1.29,56124.69,0.12,65.17,144952.23,5.3,290.2,12.29
EV,12.63,1.54,55646.06,0.13,52.19,129418.51,5.37,301.99,10.47
ICE,9.62,116.76,85240.45,0.21,41.72,193142.52,8.08,237.31,10.25
ICE,6.83,147.56,85707.8,0.28,42.56,135224.36,9.95,237.15,9.42
ICE,4.94,175.9,79302.55,0.29,36.79,168759.07,9.91,176.91,9.75
ICE,9.49,163.97,98560.55,0.27,62.94,199492.53,8.74,218.49,8.04
ICE,6.91,137.64,69254.09,0.28,40.22,128123.5,10.13,223.88,9.62
EV,17.9,-6.86,51600.18,0.16,59.08,117113.39,7.12,280.33,12.5
EV,15.49,-0.26,33695.27,0.08,74.35,105157.32,6.7,300.44,13.12
EV,12.3,3.39,65730.2,0.13,67.44,113006.96,5.23,315.85,13.08
ICE,9.17,111.65,76600.07,0.29,50.43,129203.08,6.83,205.67,11.56
ICE,7.94,171.69,82763.26,0.2,40.88,185452.45,10.08,201.39,10.64
EV,13.62,-0.15,20088.64,0.13,56.65,184977.5,6.9,340.28,12.37
ICE,8.09,125.14,65225.81,0.21,58.54,143553.2,10.83,244.89,10.13
EV,13.5,4.64,52714.95,0.12,76.09,169337.86,5.32,211.84,12.59
EV,16.12,-2.15,48090.96,0.13,59.1,134695.18,4.9,303.25,14.47
EV,14.53,3.49,31063.85,0.14,56.33,171984.87,5.79,335.37,14.56
ICE,9.07,127.1,68872.35,0.16,57.5,197854.97,7.93,200.34,10.45
ICE,8.53,117.56,61959.93,0.2,54.17,191490.72,6.64,131.45,7.56
ICE,6.82,155.0,93010.92,0.21,45.11,108120.33,11.77,176.79,6.82
EV,16.57,11.45,52465.05,0.13,74.8,87760.8,6.87,297.14,13.76
ICE,7.55,130.87,78292.63,0.24,68.63,228985.55,9.07,218.98,10.49
ICE,7.6,113.19,82889.29,0.21,53.8,129998.97,8.7,239.98,7.76
ICE,10.53,160.64,91809.14,0.21,20.46,150064.67,8.44,168.74,9.02
ICE,8.25,155.38,80512.16,0.2,32.64,209716.13,9.67,200.58,10.11
EV,13.67,-1.13,53674.82,0.09,74.96,172602.58,5.63,308.82,11.01
ICE,6.29,123.26,99250.32,0.3,44.7,273714.28,9.54,200.45,6.38
EV,19.33,0.71,62571.49,0.1,61.76,122958.73,5.11,339.16,13.37
EV,12.51,8.12,27944.34,0.15,74.89,138642.61,6.19,268.13,15.5
ICE,7.0,82.3,84395.13,0.29,44.13,235417.51,8.02,168.15,7.94
ICE,7.57,141.06,72546.86,0.27,71.48,178569.69,10.77,211.31,7.55
ICE,7.26,132.73,44258.56,0.26,55.66,180203.42,6.68,180.96,9.3
ICE,9.11,130.84,86492.76,0.16,55.27,171566.61,8.95,201.57,10.36
EV,15.16,-1.06,53937.97,0.11,76.28,112505.39,6.0,277.57,12.97
EV,13.78,0.95,53863.23,0.16,61.32,149463.15,5.49,336.49,8.09
ICE,10.58,123.98,80424.8,0.18,50.47,179368.89,8.99,226.84,11.09
EV,16.27,-5.08,49468.79,0.18,69.94,199306.25,5.73,298.59,8.76
ICE,4.5,149.76,78907.66,0.25,54.17,229486.04,10.79,242.13,8.43
EV,14.93,5.87,63814.54,0.1,72.23,131003.06,5.87,439.61,14.8
EV,16.51,-0.61,53278.8,0.13,60.87,104430.91,5.3,323.43,12.46
ICE,7.02,109.53,73201.11,0.24,46.52,155469.85,11.72,240.67,9.24
ICE,6.8,103.6,100926.53,0.17,59.04,119655.62,11.92,193.98,9.99
ICE,9.07,151.8,61611.62,0.16,52.01,210265.7,6.47,238.55,8.77
EV,14.97,-8.42,52921.93,0.07,63.19,125477.76,5.7,270.9,13.13
EV,16.35,-9.41,34833.57,0.1,70.76,114103.26,5.43,277.61,13.44
ICE,8.41,163.44,100767.57,0.22,30.37,222281.74,6.64,200.29,11.7
ICE,7.18,155.74,75820.15,0.21,49.19,115141.9,7.07,162.72,11.35
EV,15.99,-0.69,51950.25,0.12,55.03,167112.64,6.35,252.2,11.01
ICE,6.14,145.34,49601.33,0.21,54.18,157427.88,10.15,196.19,7.56
ICE,10.01,137.58,96674.47,0.15,44.69,163270.04,9.83,248.7,10.64
ICE,6.64,196.87,87614.18,0.28,54.89,128465.94,11.27,134.83,10.23
EV,14.45,2.14,42152.38,0.09,86.16,97711.57,7.8,272.37,8.06
ICE,7.19,140.43,63795.99,0.28,42.28,209740.43,11.77,264.81,9.48
EV,13.59,3.17,70122.7,0.09,76.66,151751.11,3.78,267.15,9.11
EV,13.54,-2.79,43153.7,0.11,54.29,204228.26,6.29,248.04,12.01
EV,14.88,0.38,54042.95,0.12,67.13,126629.42,6.77,300.59,15.44
EV,16.64,-2.47,46839.27,0.17,71.13,153023.73,5.23,362.73,12.31
EV,16.65,6.95,52300.71,0.18,74.95,125847.14,4.76,311.2,12.48
EV,16.73,-5.07,34357.58,0.15,76.99,169632.93,6.93,267.84,14.68
EV,13.85,6.59,38244.05,0.11,84.82,148356.65,6.83,368.61,16.61
EV,13.64,3.54,47877.91,0.14,75.67,165563.79,7.07,345.4,8.37
EV,18.59,6.98,40903.17,0.16,59.86,120598.13,5.1,282.29,11.33
EV,11.59,-1.52,41201.86,0.12,74.73,144286.61,5.32,300.09,8.24
EV,16.25,0.9,48099.61,0.15,72.78,156559.78,6.96,315.72,5.52
EV,16.38,5.98,43707.37,0.1,64.03,144292.77,7.39,351.9,13.76
ICE,6.56,167.47,52809.08,0.28,38.75,176246.18,8.63,206.15,12.47
ICE,7.9,121.98,54749.27,0.17,65.36,144005.68,11.29,192.44,10.52
ICE,6.46,94.14,85525.28,0.2,49.75,158728.97,8.94,175.59,8.3
ICE,8.09,140.28,59513.06,0.18,52.57,190474.29,11.69,179.33,8.5
ICE,7.51,178.17,103247.28,0.21,42.49,210518.33,9.11,224.06,11.87
ICE,9.29,168.87,63480.1,0.32,50.36,241085.3,13.31,196.09,11.89
ICE,7.83,135.36,72637.9,0.28,64.95,145433.12,4.36,309.14,12.9
EV,17.61,0.05,56659.24,0.11,65.91,130299.32,7.1,244.1,13.73
ICE,7.76,173.92,88941.22,0.29,67.81,233741.86,7.66,215.79,10.73
EV,11.58,-1.3,44942.53,0.17,75.18,201664.65,7.09,371.91,12.38
ICE,7.81,109.76,67792.8,0.29,41.74,198203.02,7.35,255.86,6.35
EV,16.15,-0.6,47691.34,0.15,65.39,144500.98,7.04,187.72,12.31
ICE,7.2,117.34,67625.59,0.35,77.36,210163.43,7.6,177.94,8.61
ICE,8.76,151.7,74787.5,0.11,43.63,175067.54,7.54,202.25,9.34
EV,17.36,-1.83,49165.62,0.18,78.4,107668.3,5.1,302.2,10.33
EV,11.08,-7.32,44910.36,0.13,67.78,129398.54,4.31,253.38,9.19
EV,15.1,7.72,56068.51,0.18,77.64,150391.3,5.96,279.83,12.42
ICE,7.42,182.13,66772.72,0.23,64.45,204837.34,10.29,141.15,9.25
EV,15.81,-5.2,66426.73,0.13,72.43,156049.59,7.06,280.62,8.04
ICE,7.65,150.08,80188.64,0.32,50.39,104821.32,9.27,184.39,5.46
ICE,8.99,113.19,89335.69,0.18,53.52,234388.73,8.02,166.83,7.54
ICE,8.0,125.09,102577.94,0.34,54.41,174113.13,7.21,196.11,10.79
EV,15.42,5.54,41815.71,0.08,63.92,152610.49,7.07,316.64,11.78
ICE,6.92,174.65,75280.98,0.21,70.54,145842.84,8.78,210.26,4.96
ICE,7.3,129.92,74187.67,0.23,54.64,149989.65,7.83,248.45,4.01
ICE,8.9,122.97,79992.82,0.33,51.11,172002.8,6.79,285.64,12.34
EV,16.13,-0.02,43877.63,0.12,74.13,108539.47,4.63,304.99,11.47
EV,15.55,-3.77,41648.57,0.09,68.25,166490.5,6.34,368.73,11.06
EV,16.17,8.17,50224.66,0.12,73.08,170674.93,7.53,367.11,11.33
ICE,4.41,151.96,75386.34,0.17,42.96,142207.42,7.36,259.12,10.23
EV,12.45,3.36,40733.02,0.11,72.64,154184.93,5.39,277.49,11.45
EV,13.94,2.14,44608.77,0.08,74.79,133038.21,5.01,283.67,13.34
EV,13.22,3.79,59873.35,0.09,54.57,159296.84,5.12,275.82,10.91
ICE,3.72,100.53,77995.58,0.22,37.48,130265.51,10.39,150.35,9.97
EV,14.52,-3.58,55488.84,0.17,64.11,169128.17,5.24,310.86,12.48
EV,13.44,9.19,45146.94,0.05,70.19,148424.85,7.78,308.32,11.53
ICE,8.51,150.63,83352.86,0.24,39.16,200807.06,8.8,175.15,10.09
ICE,6.67,108.47,92383.36,0.19,40.87,145089.56,6.02,196.7,9.73
EV,17.34,-4.39,68709.65,0.13,78.73,144821.13,6.4,223.72,13.05
EV,13.97,-0.3,76930.34,0.07,69.43,142852.99,5.09,266.01,9.69
ICE,7.01,134.21,76793.45,0.18,62.09,215048.5,10.3,166.56,7.75
ICE,6.78,135.5,85136.76,0.29,59.01,275720.49,9.24,257.27,8.98
ICE,7.14,139.16,89127.37,0.23,51.07,156657.58,7.25,221.99,6.69
ICE,10.07,113.43,70646.05,0.29,44.88,160952.03,10.35,208.04,8.04
EV,15.69,-10.77,66614.7,0.11,81.28,124433.26,5.12,337.05,10.91
EV,10.4,-3.05,73638.72,0.12,82.84,161452.03,5.69,284.7,15.08
ICE,8.46,83.91,76841.98,0.22,61.74,189844.71,7.93,228.43,10.96
ICE,5.73,123.76,94858.5,0.25,62.36,111340.1,11.62,250.23,6.79
EV,16.52,2.04,51998.1,0.09,47.8,164589.3,4.05,214.21,11.55
EV,14.23,-1.55,54625.91,0.14,73.64,152368.92,6.06,338.5,14.27
ICE,5.36,166.36,88685.92,0.29,48.63,215026.25,7.79,121.32,6.81
EV,14.77,6.0,52072.67,0.19,80.8,93217.13,6.88,319.07,13.35
ICE,6.01,158.94,78554.23,0.22,48.31,169481.0,7.01,166.79,9.85
EV,12.51,1.6,36368.26,0.1,45.74,132261.46,6.96,349.56,12.18
EV,15.79,7.46,53278.21,0.12,64.62,149123.51,6.69,256.6,11.81
EV,15.57,5.16,41614.14,0.13,71.91,130285.95,7.09,343.01,12.56
ICE,8.55,135.46,72635.77,0.2,52.53,191003.74,9.94,222.96,10.82
EV,15.59,8.21,37398.35,0.09,79.9,123921.39,6.72,280.73,13.85
ICE,5.74,132.12,93545.87,0.28,37.78,241421.23,10.34,283.49,11.88
ICE,3.3,153.86,67934.58,0.26,56.99,156980.39,9.37,158.36,10.13
ICE,9.31,155.64,86432.17,0.18,40.38,223883.01,10.76,242.73,8.67
EV,17.93,2.61,50599.33,0.16,91.7,148262.77,6.25,402.44,7.23
ICE,5.82,139.98,100483.41,0.32,57.47,234965.43,9.56,203.14,7.33
EV,16.15,-3.72,48447.41,0.13,61.52,114891.58,6.4,403.89,13.6
EV,16.25,-3.78,63404.61,0.04,78.47,150188.19,7.34,383.28,7.27
ICE,6.4,153.75,68788.56,0.21,60.75,198030.82,8.7,167.24,10.98
EV,17.25,1.63,65192.84,0.14,76.27,152489.62,5.66,280.78,13.12
EV,18.66,0.68,43499.76,0.12,64.67,154480.26,5.34,282.74,11.31
ICE,7.27,140.92,65748.43,0.25,55.67,155051.36,9.99,178.95,10.69
EV,13.95,1.75,53868.09,0.15,60.07,149235.18,7.19,344.59,15.18
EV,14.23,-2.66,59184.54,0.1,66.97,139389.43,6.7,194.0,15.4
EV,18.53,1.17,48108.8,0.13,74.93,174581.2,4.31,204.13,18.75
ICE,9.77,110.95,70049.93,0.31,52.62,222202.18,9.1,147.53,9.7
ICE,9.32,160.08,90132.36,0.14,51.3,226519.58,10.19,251.64,12.08
ICE,7.59,178.96,105134.54,0.26,40.72,193073.29,7.18,161.04,8.64
EV,14.74,-0.93,38998.46,0.19,66.63,166208.64,5.89,209.54,11.01
EV,14.06,0.92,35503.55,0.08,56.42,174094.64,6.81,208.21,13.79
EV,13.68,2.84,45929.64,0.13,84.53,155397.43,5.24,253.34,15.23
EV,12.62,4.91,62816.44,0.16,63.5,144475.63,6.09,257.28,12.87
EV,17.15,-9.9,42811.68,0.18,86.64,187568.51,6.26,365.53,15.37
EV,19.18,2.43,66744.92,0.13,59.23,156309.09,7.31,312.25,15.28
EV,16.42,2.34,47704.51,0.08,82.3,102581.88,5.54,420.94,16.48
ICE,5.86,172.44,91417.61,0.24,36.56,230867.87,9.69,275.82,10.39
ICE,7.4,149.32,94658.95,0.25,27.72,203851.99,9.03,227.53,9.59
EV,17.29,1.01,24376.66,0.15,65.45,102527.16,6.55,257.98,11.54
ICE,8.49,105.02,74011.15,0.3,42.47,176583.25,8.39,153.59,11.82
ICE,7.27,160.78,82284.04,0.34,47.95,111995.17,6.78,209.37,8.3
ICE,8.41,171.96,73124.02,0.25,54.35,151451.5,10.18,259.96,13.75
EV,16.28,-4.41,37582.39,0.11,101.13,113477.89,5.47,258.24,15.18
ICE,7.55,104.79,101358.48,0.32,54.02,199672.58,8.72,193.4,15.17
ICE,6.52,122.14,81845.28,0.19,36.82,146339.7,8.54,204.16,9.68
EV,13.57,4.82,31334.6,0.14,72.77,168006.39,6.83,308.03,11.51
ICE,6.35,124.4,78809.36,0.4,42.02,193591.32,7.35,234.08,9.18
ICE,10.27,106.15,75352.33,0.27,54.53,217970.29,8.28,191.38,10.14
ICE,6.58,124.94,71146.67,0.25,39.43,147669.45,8.98,146.71,13.02
EV,14.54,5.94,50156.18,0.14,53.83,193433.89,7.11,250.14,12.49
EV,12.75,-0.39,49934.79,0.13,64.88,152794.75,8.2,280.42,11.67
EV,15.95,2.27,55918.14,0.16,82.72,163607.57,6.03,304.97,15.67
ICE,9.09,123.71,69655.17,0.28,43.24,231617.01,10.78,215.53,11.41
ICE,6.69,124.19,92615.62,0.24,35.55,254303.64,8.97,205.7,10.37
ICE,8.25,122.08,96661.3,0.23,33.89,269417.1,9.1,163.51,12.72
ICE,6.95,138.43,75093.9,0.26,66.78,203198.89,9.98,210.01,11.97
ICE,9.07,132.21,70824.6,0.12,66.83,212838.69,10.78,243.44,8.71
EV,12.52,4.78,40188.34,0.15,79.73,167987.33,7.02,298.04,6.11
ICE,7.16,96.14,97021.53,0.28,57.61,214436.4,8.57,205.33,13.37
EV,16.09,5.43,55345.06,0.17,68.03,127230.88,5.93,247.49,10.72
EV,16.19,2.65,57789.37,0.09,68.93,114048.24,5.99,294.12,9.35
EV,13.38,1.91,44494.63,0.11,83.11,178688.85,5.9,284.55,9.08
EV,15.95,11.26,46822.85,0.12,65.23,237545.21,5.08,261.25,9.93
ICE,6.75,122.51,77019.96,0.26,50.39,189221.66,7.07,221.13,10.04
EV,14.46,0.97,55107.92,0.13,70.46,146072.23,5.25,296.83,13.13
ICE,5.93,175.24,110028.84,0.24,43.77,128632.07,11.39,157.16,12.91
EV,16.49,3.08,64816.63,0.07,66.96,131884.85,3.51,300.63,12.64
EV,14.18,1.84,55346.29,0.12,67.0,106472.16,4.6,313.21,12.36
ICE,8.55,134.54,58249.75,0.29,57.37,169487.33,7.4,192.42,8.07
EV,14.17,5.74,53891.59,0.16,60.15,180691.7,6.25,333.36,10.76
EV,13.32,-0.13,45237.79,0.1,84.62,171280.58,6.07,286.48,12.16
ICE,6.9,115.03,65140.19,0.27,33.05,152282.27,7.84,215.74,10.99
ICE,6.81,173.55,82680.05,0.27,52.34,160467.69,10.95,189.43,9.39
ICE,5.61,112.35,58554.14,0.22,55.26,246521.69,6.31,164.16,12.74
EV,13.87,-3.77,61143.22,0.16,87.99,149571.89,7.5,331.25,10.11
EV,17.53,8.36,58868.87,0.09,61.64,137625.63,7.39,295.85,14.24
ICE,4.86,130.45,79707.04,0.26,62.73,230237.48,9.33,82.65,10.25
ICE,7.45,129.22,44172.03,0.21,39.81,185527.71,8.47,200.45,8.69
EV,14.65,-5.53,43626.92,0.08,100.77,130933.77,6.41,376.34,14.12
EV,15.59,0.39,56704.81,0.15,75.95,176674.61,4.86,435.54,14.31
EV,11.83,-3.86,55434.79,0.14,73.9,157195.73,7.56,304.28,13.25
